Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,BranchName,DealerName,Product_Name
BR0030,DLR0062,Ren-M314,60122,2,DT01367,28,9,2020,Saab Motors,Fiat do Brasil Motors,Renault
BR0051,DLR0078,Mer-M25,166635,3,DT00869,19,5,2019,Subaru Motors,Saab Motors,Mercedes-Benz
BR0047,DLR0039,Hon-M382,82761,3,DT01209,23,4,2020,Deccan Motors,Ferrari Motors,Honda
BR0054,DLR0021,Hon-M22,118740,5,DT00504,19,5,2018,Deccan Motors,Elva Motors,Honda
BR0055,DLR0031,Mah-M272,47490,3,DT00753,23,1,2019,Plymouth Motors,Wiesmann Motors,Mahindra
BR0034,DLR0009,Hon-M202,61707,3,DT00938,27,7,2019,Subaru Motors,Elva Motors,Honda
BR0022,DLR0017,Sub-M139,59398,2,DT00977,4,9,2019,AC Cars Motors,Ferrari Motors,Subaru
BR0059,DLR0021,Kia-M111,25158,1,DT00436,12,3,2018,PGO Motors,Elva Motors,Kia
BR0001,DLR0063,Hon-M102,29208,1,DT00869,19,5,2019,Piaggio Motors,Wiesmann Motors,Honda
BR0041,DLR0066,Mah-M292,18672,1,DT00563,17,7,2018,Pontiac Motors,Subaru Motors,Mahindra
BR0006,DLR0001,Kia-M271,78933,3,DT00104,14,4,2017,Elva Motors,Subaru Motors,Kia
BR0039,DLR0057,Hyu-M407,64794,2,DT01007,4,10,2019,Deccan Motors,Fiat do Brasil Motors,Hyundai
BR0029,DLR0073,Kia-M251,20491,1,DT01442,12,12,2020,Piaggio Motors,Wiesmann Motors,Kia
BR0052,DLR0003,Vol-M70,138356,4,DT01165,10,3,2020,AC Cars Motors,Deccan Motors,Volkswagen
BR0012,DLR0047,For-M63,22197,1,DT01361,22,9,2020,Plymouth Motors,Wiesmann Motors,Ford
BR0017,DLR0067,For-M183,54635,1,DT00109,19,4,2017,Deccan Motors,Subaru Motors,Ford
BR0018,DLR0043,Mah-M32,75052,4,DT01124,29,1,2020,Plymouth Motors,Elva Motors,Mahindra
BR0033,DLR0014,Nis-M488,79304,2,DT01443,13,12,2020,Peugeot Motors,Saab Motors,Nissan
BR0024,DLR0059,Che-M189,90796,4,DT00674,5,11,2018,PGO Motors,Elva Motors,Chevrolet
BR0033,DLR0049,Sub-M339,40347,1,DT00925,14,7,2019,Peugeot Motors,Eicher Polaris Motors,Subaru
BR0001,DLR0069,Sub-M339,201735,5,DT01192,6,4,2020,Piaggio Motors,Elva Motors,Subaru
BR0048,DLR0064,Cad-M336,418230,5,DT00283,10,10,2017,Saab Motors,Elva Motors,Cadillac
BR0043,DLR0074,BMW-M204,132042,3,DT00659,21,10,2018,Elva Motors,Eicher Polaris Motors,BMW
BR0044,DLR0023,Nis-M148,121184,4,DT01113,18,1,2020,Pontiac Motors,Facel Vega Motors,Nissan
BR0057,DLR0072,Hon-M22,71244,3,DT01400,31,10,2020,Deccan Motors,Elva Motors,Honda
BR0050,DLR0016,Aud-M206,168210,3,DT00519,3,6,2018,Plymouth Motors,Fiat do Brasil Motors,Audi
BR0018,DLR0080,For-M83,120681,3,DT01015,12,10,2019,Plymouth Motors,Subaru Motors,Ford
BR0012,DLR0053,Toy-M481,25301,1,DT01148,22,2,2020,Plymouth Motors,Saab Motors,Toyota
BR0012,DLR0017,Che-M389,118518,3,DT00331,27,11,2017,Plymouth Motors,Ferrari Motors,Chevrolet
BR0057,DLR0028,Jee-M97,279725,5,DT00902,21,6,2019,Deccan Motors,AC Cars Motors,Jeep
BR0033,DLR0062,Che-M69,127998,3,DT00846,26,4,2019,Peugeot Motors,Fiat do Brasil Motors,Chevrolet
BR0019,DLR0069,Nis-M368,34305,1,DT00050,19,2,2017,PGO Motors,Elva Motors,Nissan
BR0033,DLR0013,Hyu-M167,100088,4,DT00559,13,7,2018,Peugeot Motors,Deccan Motors,Hyundai
BR0054,DLR0020,Hon-M182,92271,3,DT01108,13,1,2020,Deccan Motors,Ferrari Motors,Honda
BR0010,DLR0057,Tes-M280,91898,2,DT01053,19,11,2019,Peugeot Motors,Fiat do Brasil Motors,Tesla
BR0010,DLR0017,Lex-M218,399870,5,DT01416,16,11,2020,Peugeot Motors,Ferrari Motors,Lexus
BR0005,DLR0028,Aud-M6,96460,2,DT00322,18,11,2017,Piaggio Motors,AC Cars Motors,Audi
BR0018,DLR0041,Che-M169,138000,5,DT01342,3,9,2020,Plymouth Motors,Deccan Motors,Chevrolet
BR0003,DLR0010,Kia-M71,101124,3,DT01228,12,5,2020,Plymouth Motors,Ferrari Motors,Kia
BR0016,DLR0002,Mer-M345,161814,3,DT00098,8,4,2017,Peugeot Motors,Eicher Polaris Motors,Mercedes-Benz
BR0043,DLR0055,Aud-M166,140704,2,DT00586,9,8,2018,Elva Motors,AC Cars Motors,Audi
BR0047,DLR0020,Sub-M219,149005,5,DT01319,11,8,2020,Deccan Motors,Ferrari Motors,Subaru
BR0044,DLR0019,Lex-M438,204696,4,DT00553,7,7,2018,Pontiac Motors,AC Cars Motors,Lexus
BR0030,DLR0053,For-M483,94578,2,DT00596,19,8,2018,Saab Motors,Saab Motors,Ford
BR0006,DLR0079,Aud-M406,248736,3,DT00802,13,3,2019,Elva Motors,Eicher Polaris Motors,Audi
BR0033,DLR0048,Aud-M266,45987,1,DT01307,30,7,2020,Peugeot Motors,Facel Vega Motors,Audi
BR0036,DLR0059,Tat-M233,60519,3,DT01350,11,9,2020,Peugeot Motors,Elva Motors,Tata
BR0004,DLR0065,Lex-M258,308030,5,DT00508,23,5,2018,Peugeot Motors,AC Cars Motors,Lexus
BR0010,DLR0053,Ren-M154,17045,1,DT00595,18,8,2018,Peugeot Motors,Saab Motors,Renault
BR0048,DLR0021,Mar-M315,63753,3,DT01103,8,1,2020,Saab Motors,Elva Motors,Maruti
BR0034,DLR0030,Nis-M248,95108,4,DT00891,10,6,2019,Subaru Motors,Wiesmann Motors,Nissan
BR0001,DLR0045,Tat-M493,85092,4,DT00025,25,1,2017,Piaggio Motors,Facel Vega Motors,Tata
BR0009,DLR0036,Hyu-M7,33707,1,DT01092,28,12,2019,Plymouth Motors,Fiat do Brasil Motors,Hyundai
BR0036,DLR0073,Mer-M385,172850,2,DT00083,24,3,2017,Peugeot Motors,Wiesmann Motors,Mercedes-Benz
BR0032,DLR0032,Aud-M46,90784,2,DT01261,14,6,2020,Subaru Motors,AC Cars Motors,Audi
BR0010,DLR0027,Cad-M176,85447,1,DT00262,19,9,2017,Peugeot Motors,Wiesmann Motors,Cadillac
BR0052,DLR0025,Lex-M178,175767,3,DT00054,23,2,2017,AC Cars Motors,Facel Vega Motors,Lexus
BR0029,DLR0073,Kia-M271,105244,4,DT00367,2,1,2018,Piaggio Motors,Wiesmann Motors,Kia
BR0017,DLR0043,Nis-M248,95108,4,DT00915,4,7,2019,Deccan Motors,Elva Motors,Nissan
BR0050,DLR0040,Toy-M41,74164,2,DT00377,12,1,2018,Plymouth Motors,Facel Vega Motors,Toyota
BR0023,DLR0052,Che-M369,159085,5,DT00039,8,2,2017,Elva Motors,Wiesmann Motors,Chevrolet
BR0057,DLR0069,For-M63,22197,1,DT01071,7,12,2019,Deccan Motors,Elva Motors,Ford
BR0040,DLR0075,Mah-M432,51616,2,DT00299,26,10,2017,Saab Motors,Deccan Motors,Mahindra
BR0058,DLR0033,Ren-M434,54468,3,DT00061,2,3,2017,PGO Motors,Saab Motors,Renault
BR0030,DLR0048,Cad-M16,170588,2,DT00331,27,11,2017,Saab Motors,Facel Vega Motors,Cadillac
BR0036,DLR0059,Lex-M38,191814,3,DT01362,23,9,2020,Peugeot Motors,Elva Motors,Lexus
BR0010,DLR0065,Jee-M77,161835,3,DT00319,15,11,2017,Peugeot Motors,AC Cars Motors,Jeep
BR0046,DLR0008,Cad-M376,186627,3,DT01015,12,10,2019,Peugeot Motors,Facel Vega Motors,Cadillac
BR0017,DLR0073,Ren-M494,59942,2,DT00691,22,11,2018,Deccan Motors,Wiesmann Motors,Renault
BR0025,DLR0039,Vol-M390,130389,3,DT00509,24,5,2018,Pontiac Motors,Ferrari Motors,Volkswagen
BR0033,DLR0054,BMW-M444,308392,4,DT01393,24,10,2020,Peugeot Motors,Wiesmann Motors,BMW
BR0056,DLR0059,Jee-M137,61738,2,DT00549,3,7,2018,Saab Motors,Elva Motors,Jeep
BR0058,DLR0060,Lex-M258,308030,5,DT00853,3,5,2019,PGO Motors,Ferrari Motors,Lexus
BR0050,DLR0037,Nis-M168,112604,4,DT00742,12,1,2019,Plymouth Motors,Ferrari Motors,Nissan
BR0034,DLR0063,Mah-M92,46310,2,DT01359,20,9,2020,Subaru Motors,Wiesmann Motors,Mahindra
BR0057,DLR0077,Sub-M139,59398,2,DT00512,27,5,2018,Deccan Motors,Ferrari Motors,Subaru
BR0043,DLR0054,Ren-M214,120480,5,DT00772,11,2,2019,Elva Motors,Wiesmann Motors,Renault
BR0015,DLR0001,BMW-M324,287372,4,DT00088,29,3,2017,PGO Motors,Subaru Motors,BMW
BR0057,DLR0001,For-M3,87668,2,DT00823,3,4,2019,Deccan Motors,Subaru Motors,Ford
BR0005,DLR0074,Toy-M341,213435,5,DT01062,28,11,2019,Piaggio Motors,Eicher Polaris Motors,Toyota
BR0007,DLR0067,Toy-M21,81594,2,DT00860,10,5,2019,Subaru Motors,Subaru Motors,Toyota
BR0019,DLR0035,For-M303,166124,4,DT00621,13,9,2018,PGO Motors,Elva Motors,Ford
BR0004,DLR0012,Che-M69,42666,1,DT00964,22,8,2019,Peugeot Motors,Saab Motors,Chevrolet
BR0023,DLR0025,Mah-M312,56592,2,DT00283,10,10,2017,Elva Motors,Facel Vega Motors,Mahindra
BR0052,DLR0025,Toy-M61,78630,2,DT00277,4,10,2017,AC Cars Motors,Facel Vega Motors,Toyota
BR0036,DLR0049,Hon-M302,140650,5,DT01335,27,8,2020,Peugeot Motors,Eicher Polaris Motors,Honda
BR0049,DLR0061,Ren-M314,30061,1,DT01386,17,10,2020,Piaggio Motors,Fiat do Brasil Motors,Renault
BR0045,DLR0035,Aud-M6,144690,3,DT00137,17,5,2017,Elva Motors,Elva Motors,Audi
BR0054,DLR0005,Vol-M150,32146,1,DT01063,29,11,2019,Deccan Motors,Deccan Motors,Volkswagen
BR0012,DLR0080,Hyu-M87,23759,1,DT01450,20,12,2020,Plymouth Motors,Subaru Motors,Hyundai
BR0029,DLR0037,Tat-M313,14141,1,DT00414,18,2,2018,Piaggio Motors,Ferrari Motors,Tata
BR0047,DLR0023,Tes-M160,202708,4,DT00653,15,10,2018,Deccan Motors,Facel Vega Motors,Tesla
BR0002,DLR0006,Toy-M401,200750,5,DT01069,5,12,2019,Saab Motors,Fiat do Brasil Motors,Toyota
BR0030,DLR0032,Lex-M18,61959,1,DT00620,12,9,2018,Saab Motors,AC Cars Motors,Lexus
BR0010,DLR0036,Sub-M499,68376,2,DT00938,27,7,2019,Peugeot Motors,Fiat do Brasil Motors,Subaru
BR0028,DLR0011,Toy-M201,84476,2,DT00674,5,11,2018,Subaru Motors,Facel Vega Motors,Toyota
BR0054,DLR0015,Hyu-M167,75066,3,DT00206,25,7,2017,Deccan Motors,Facel Vega Motors,Hyundai
BR0009,DLR0047,Mah-M412,66558,3,DT01406,6,11,2020,Plymouth Motors,Wiesmann Motors,Mahindra
BR0019,DLR0067,Aud-M446,44801,1,DT01313,5,8,2020,PGO Motors,Subaru Motors,Audi
BR0001,DLR0029,BMW-M424,90972,2,DT00330,26,11,2017,Piaggio Motors,Facel Vega Motors,BMW
BR0013,DLR0001,Ren-M354,64608,3,DT00946,4,8,2019,Plymouth Motors,Subaru Motors,Renault
BR0048,DLR0049,Tat-M93,100600,5,DT00930,19,7,2019,Saab Motors,Eicher Polaris Motors,Tata
BR0029,DLR0039,Tes-M320,333230,5,DT00245,2,9,2017,Piaggio Motors,Ferrari Motors,Tesla
BR0017,DLR0071,BMW-M344,93666,2,DT00640,2,10,2018,Deccan Motors,Subaru Motors,BMW
BR0049,DLR0067,Mer-M325,89698,2,DT01293,16,7,2020,Piaggio Motors,Subaru Motors,Mercedes-Benz
BR0039,DLR0053,Ren-M314,30061,1,DT01031,28,10,2019,Deccan Motors,Saab Motors,Renault
BR0043,DLR0025,Toy-M241,30966,1,DT00193,12,7,2017,Elva Motors,Facel Vega Motors,Toyota
BR0015,DLR0029,Tat-M253,81984,3,DT00251,8,9,2017,PGO Motors,Facel Vega Motors,Tata
BR0016,DLR0025,Hon-M282,84600,4,DT00416,20,2,2018,Peugeot Motors,Facel Vega Motors,Honda
BR0029,DLR0080,Tat-M73,12659,1,DT00668,30,10,2018,Piaggio Motors,Subaru Motors,Tata
BR0051,DLR0071,Sub-M499,136752,4,DT00425,1,3,2018,Subaru Motors,Subaru Motors,Subaru
BR0019,DLR0066,Tat-M413,79536,3,DT00718,19,12,2018,PGO Motors,Subaru Motors,Tata
BR0011,DLR0053,Kia-M271,78933,3,DT00429,5,3,2018,Saab Motors,Saab Motors,Kia
BR0040,DLR0018,Vol-M30,40879,1,DT00942,31,7,2019,Saab Motors,Ferrari Motors,Volkswagen
BR0032,DLR0008,BMW-M384,134768,2,DT00435,11,3,2018,Subaru Motors,Facel Vega Motors,BMW
BR0047,DLR0057,Aud-M6,192920,4,DT00534,18,6,2018,Deccan Motors,Fiat do Brasil Motors,Audi
BR0052,DLR0057,Mar-M335,74108,4,DT00292,19,10,2017,AC Cars Motors,Fiat do Brasil Motors,Maruti
BR0002,DLR0077,Tat-M173,39366,2,DT01073,9,12,2019,Saab Motors,Ferrari Motors,Tata
BR0029,DLR0067,Mar-M335,74108,4,DT00557,11,7,2018,Piaggio Motors,Subaru Motors,Maruti
BR0055,DLR0062,Hon-M182,92271,3,DT00003,3,1,2017,Plymouth Motors,Fiat do Brasil Motors,Honda
BR0011,DLR0030,Tes-M60,323088,4,DT00644,6,10,2018,Saab Motors,Wiesmann Motors,Tesla
BR0009,DLR0031,Aud-M386,76756,1,DT01259,12,6,2020,Plymouth Motors,Wiesmann Motors,Audi
BR0056,DLR0079,Hon-M482,202850,5,DT01148,22,2,2020,Saab Motors,Eicher Polaris Motors,Honda
BR0008,DLR0073,Che-M409,90912,4,DT01072,8,12,2019,Piaggio Motors,Wiesmann Motors,Chevrolet
BR0048,DLR0045,Ren-M314,150305,5,DT00250,7,9,2017,Saab Motors,Facel Vega Motors,Renault
BR0052,DLR0064,Tes-M480,184150,2,DT00807,18,3,2019,AC Cars Motors,Elva Motors,Tesla
BR0007,DLR0009,Che-M29,150063,3,DT00044,13,2,2017,Subaru Motors,Elva Motors,Chevrolet
BR0058,DLR0017,Tes-M220,295950,5,DT00895,14,6,2019,PGO Motors,Ferrari Motors,Tesla
BR0021,DLR0064,Mar-M215,52680,3,DT01424,24,11,2020,Peugeot Motors,Elva Motors,Maruti
BR0037,DLR0062,Mah-M292,37344,2,DT00858,8,5,2019,Pontiac Motors,Fiat do Brasil Motors,Mahindra
BR0013,DLR0011,Mah-M332,39222,2,DT00938,27,7,2019,Plymouth Motors,Facel Vega Motors,Mahindra
BR0057,DLR0040,Cad-M16,255882,3,DT00054,23,2,2017,Deccan Motors,Facel Vega Motors,Cadillac
BR0030,DLR0076,For-M443,61848,2,DT01261,14,6,2020,Saab Motors,Fiat do Brasil Motors,Ford
BR0015,DLR0080,Tes-M300,170892,3,DT00650,12,10,2018,PGO Motors,Subaru Motors,Tesla
BR0050,DLR0012,Lex-M218,159948,2,DT00593,16,8,2018,Plymouth Motors,Saab Motors,Lexus
BR0032,DLR0062,Aud-M346,146390,2,DT00371,6,1,2018,Subaru Motors,Fiat do Brasil Motors,Audi
BR0038,DLR0067,Sub-M239,111363,3,DT00505,20,5,2018,Piaggio Motors,Subaru Motors,Subaru
BR0030,DLR0045,Toy-M61,39315,1,DT01246,30,5,2020,Saab Motors,Facel Vega Motors,Toyota
BR0046,DLR0013,Mer-M405,176704,2,DT00156,5,6,2017,Peugeot Motors,Deccan Motors,Mercedes-Benz
BR0039,DLR0053,Cad-M356,124900,2,DT00923,12,7,2019,Deccan Motors,Saab Motors,Cadillac
BR0032,DLR0023,Hyu-M207,84036,4,DT00975,2,9,2019,Subaru Motors,Facel Vega Motors,Hyundai
BR0058,DLR0076,Aud-M326,312632,4,DT00887,6,6,2019,PGO Motors,Fiat do Brasil Motors,Audi
BR0037,DLR0063,Nis-M28,26994,1,DT00161,10,6,2017,Pontiac Motors,Wiesmann Motors,Nissan
BR0021,DLR0035,Vol-M70,172945,5,DT00534,18,6,2018,Peugeot Motors,Elva Motors,Volkswagen
BR0048,DLR0006,Tes-M120,92590,2,DT00828,8,4,2019,Saab Motors,Fiat do Brasil Motors,Tesla
BR0056,DLR0029,Cad-M56,173064,3,DT01241,25,5,2020,Saab Motors,Facel Vega Motors,Cadillac
BR0038,DLR0018,BMW-M104,259175,5,DT00455,31,3,2018,Piaggio Motors,Ferrari Motors,BMW
BR0033,DLR0054,BMW-M264,239202,3,DT01282,5,7,2020,Peugeot Motors,Wiesmann Motors,BMW
BR0020,DLR0012,Cad-M256,144153,3,DT00893,12,6,2019,Deccan Motors,Saab Motors,Cadillac
BR0032,DLR0061,Mer-M445,199182,3,DT00299,26,10,2017,Subaru Motors,Fiat do Brasil Motors,Mercedes-Benz
BR0027,DLR0035,Kia-M451,102695,5,DT00458,3,4,2018,Elva Motors,Elva Motors,Kia
BR0013,DLR0035,For-M143,129935,5,DT00351,17,12,2017,Plymouth Motors,Elva Motors,Ford
BR0021,DLR0054,Sub-M459,129195,3,DT01012,9,10,2019,Peugeot Motors,Wiesmann Motors,Subaru
BR0035,DLR0038,BMW-M304,208395,5,DT00508,23,5,2018,Piaggio Motors,Elva Motors,BMW
BR0049,DLR0032,Hon-M462,83850,2,DT01439,9,12,2020,Piaggio Motors,AC Cars Motors,Honda
BR0058,DLR0003,Cad-M256,144153,3,DT00207,26,7,2017,PGO Motors,Deccan Motors,Cadillac
BR0010,DLR0025,Jee-M197,263515,5,DT01232,16,5,2020,Peugeot Motors,Facel Vega Motors,Jeep
BR0019,DLR0043,Toy-M61,196575,5,DT00068,9,3,2017,PGO Motors,Elva Motors,Toyota
BR0025,DLR0020,Toy-M61,117945,3,DT00074,15,3,2017,Pontiac Motors,Ferrari Motors,Toyota
BR0046,DLR0055,Kia-M211,90747,3,DT01072,8,12,2019,Peugeot Motors,AC Cars Motors,Kia
BR0005,DLR0051,Jee-M197,158109,3,DT00540,24,6,2018,Piaggio Motors,AC Cars Motors,Jeep
BR0054,DLR0042,Vol-M50,179676,4,DT00780,19,2,2019,Deccan Motors,AC Cars Motors,Volkswagen
BR0018,DLR0027,For-M203,88365,3,DT01038,4,11,2019,Plymouth Motors,Wiesmann Motors,Ford
BR0021,DLR0044,Vol-M210,73227,3,DT00694,25,11,2018,Peugeot Motors,Elva Motors,Volkswagen
BR0025,DLR0054,Mer-M425,151005,3,DT01367,28,9,2020,Pontiac Motors,Wiesmann Motors,Mercedes-Benz
BR0001,DLR0064,Aud-M406,248736,3,DT00458,3,4,2018,Piaggio Motors,Elva Motors,Audi
BR0015,DLR0076,Tes-M260,98335,1,DT00839,19,4,2019,PGO Motors,Fiat do Brasil Motors,Tesla
BR0047,DLR0046,Ren-M214,48192,2,DT00406,10,2,2018,Deccan Motors,Saab Motors,Renault
BR0050,DLR0033,Ren-M434,72624,4,DT00654,16,10,2018,Plymouth Motors,Saab Motors,Renault
BR0015,DLR0012,Sub-M59,78981,3,DT00375,10,1,2018,PGO Motors,Saab Motors,Subaru
BR0030,DLR0038,Lex-M118,164616,4,DT01320,12,8,2020,Saab Motors,Elva Motors,Lexus
BR0030,DLR0013,Cad-M156,118746,2,DT00643,5,10,2018,Saab Motors,Deccan Motors,Cadillac
BR0049,DLR0066,Hon-M322,170345,5,DT00973,31,8,2019,Piaggio Motors,Subaru Motors,Honda
BR0022,DLR0020,BMW-M424,136458,3,DT00876,26,5,2019,AC Cars Motors,Ferrari Motors,BMW
BR0030,DLR0055,Che-M29,100042,2,DT01032,29,10,2019,Saab Motors,AC Cars Motors,Chevrolet
BR0007,DLR0080,Vol-M430,91953,3,DT01168,13,3,2020,Subaru Motors,Subaru Motors,Volkswagen
BR0053,DLR0073,For-M443,92772,3,DT01069,5,12,2019,Saab Motors,Wiesmann Motors,Ford
BR0037,DLR0057,Sub-M179,138864,4,DT00931,20,7,2019,Pontiac Motors,Fiat do Brasil Motors,Subaru
BR0030,DLR0020,Hyu-M207,105045,5,DT01288,11,7,2020,Saab Motors,Ferrari Motors,Hyundai
BR0055,DLR0012,Kia-M231,150195,5,DT00380,15,1,2018,Plymouth Motors,Saab Motors,Kia
BR0030,DLR0029,Tat-M273,52196,2,DT00945,3,8,2019,Saab Motors,Facel Vega Motors,Tata
BR0050,DLR0071,Kia-M11,49552,2,DT00494,9,5,2018,Plymouth Motors,Subaru Motors,Kia
BR0059,DLR0020,Lex-M58,154314,2,DT00364,30,12,2017,PGO Motors,Ferrari Motors,Lexus
BR0032,DLR0052,Lex-M358,121528,2,DT00050,19,2,2017,Subaru Motors,Wiesmann Motors,Lexus
BR0003,DLR0037,Mer-M485,282840,4,DT00783,22,2,2019,Plymouth Motors,Ferrari Motors,Mercedes-Benz
BR0056,DLR0023,Cad-M296,234000,4,DT00584,7,8,2018,Saab Motors,Facel Vega Motors,Cadillac
BR0030,DLR0056,Mar-M395,99395,5,DT00360,26,12,2017,Saab Motors,Saab Motors,Maruti
BR0049,DLR0036,Lex-M138,274572,4,DT01084,20,12,2019,Piaggio Motors,Fiat do Brasil Motors,Lexus
BR0037,DLR0026,Tat-M13,101040,4,DT00637,29,9,2018,Pontiac Motors,Facel Vega Motors,Tata
BR0038,DLR0022,BMW-M4,116094,2,DT01110,15,1,2020,Piaggio Motors,Ferrari Motors,BMW
BR0028,DLR0046,Mar-M375,39801,3,DT00031,31,1,2017,Subaru Motors,Saab Motors,Maruti
BR0038,DLR0010,Vol-M190,222360,5,DT00096,6,4,2017,Piaggio Motors,Ferrari Motors,Volkswagen
BR0044,DLR0060,Nis-M128,85911,3,DT01448,18,12,2020,Pontiac Motors,Ferrari Motors,Nissan
BR0055,DLR0057,Mer-M145,88214,1,DT01367,28,9,2020,Plymouth Motors,Fiat do Brasil Motors,Mercedes-Benz
BR0009,DLR0022,Toy-M181,46888,2,DT00106,16,4,2017,Plymouth Motors,Ferrari Motors,Toyota
BR0051,DLR0076,Cad-M176,170894,2,DT01113,18,1,2020,Subaru Motors,Fiat do Brasil Motors,Cadillac
BR0015,DLR0079,Toy-M401,80300,2,DT00936,25,7,2019,PGO Motors,Eicher Polaris Motors,Toyota
BR0017,DLR0032,Hyu-M167,125110,5,DT00831,11,4,2019,Deccan Motors,AC Cars Motors,Hyundai
BR0026,DLR0077,Tes-M40,240320,4,DT00393,28,1,2018,AC Cars Motors,Ferrari Motors,Tesla
BR0044,DLR0038,Hyu-M447,91384,4,DT00201,20,7,2017,Pontiac Motors,Elva Motors,Hyundai
BR0035,DLR0048,BMW-M444,77098,1,DT01235,19,5,2020,Piaggio Motors,Facel Vega Motors,BMW
BR0059,DLR0062,Tes-M400,304832,4,DT01042,8,11,2019,PGO Motors,Fiat do Brasil Motors,Tesla
BR0017,DLR0006,Jee-M397,176785,5,DT00488,3,5,2018,Deccan Motors,Fiat do Brasil Motors,Jeep
BR0060,DLR0014,Jee-M77,53945,1,DT00979,6,9,2019,Elva Motors,Saab Motors,Jeep
BR0039,DLR0072,Mah-M132,68800,4,DT00310,6,11,2017,Deccan Motors,Elva Motors,Mahindra
BR0038,DLR0063,Tes-M160,152031,3,DT00845,25,4,2019,Piaggio Motors,Wiesmann Motors,Tesla
BR0053,DLR0067,Tes-M120,185180,4,DT01446,16,12,2020,Saab Motors,Subaru Motors,Tesla
BR0054,DLR0080,Kia-M131,172410,5,DT01436,6,12,2020,Deccan Motors,Subaru Motors,Kia
BR0038,DLR0072,Cad-M96,327225,5,DT00406,10,2,2018,Piaggio Motors,Elva Motors,Cadillac
BR0006,DLR0078,Mah-M72,24986,1,DT00247,4,9,2017,Elva Motors,Saab Motors,Mahindra
BR0012,DLR0049,Hyu-M387,110664,3,DT00906,25,6,2019,Plymouth Motors,Eicher Polaris Motors,Hyundai
BR0005,DLR0062,Hyu-M287,174480,5,DT00827,7,4,2019,Piaggio Motors,Fiat do Brasil Motors,Hyundai
BR0031,DLR0022,Mer-M345,53938,1,DT00308,4,11,2017,Pontiac Motors,Ferrari Motors,Mercedes-Benz
BR0042,DLR0049,Tat-M13,126300,5,DT00388,23,1,2018,Deccan Motors,Eicher Polaris Motors,Tata
BR0017,DLR0054,Tes-M500,273415,5,DT00276,3,10,2017,Deccan Motors,Wiesmann Motors,Tesla
BR0015,DLR0077,Toy-M481,25301,1,DT00932,21,7,2019,PGO Motors,Ferrari Motors,Toyota
BR0008,DLR0023,Nis-M408,55574,2,DT01297,20,7,2020,Piaggio Motors,Facel Vega Motors,Nissan
BR0026,DLR0059,BMW-M264,239202,3,DT00328,24,11,2017,AC Cars Motors,Elva Motors,BMW
BR0049,DLR0028,For-M423,271535,5,DT00781,20,2,2019,Piaggio Motors,AC Cars Motors,Ford
BR0054,DLR0017,Mar-M375,26534,2,DT01296,19,7,2020,Deccan Motors,Ferrari Motors,Maruti
BR0032,DLR0013,Sub-M359,173180,5,DT01310,2,8,2020,Subaru Motors,Deccan Motors,Subaru
BR0048,DLR0055,Che-M469,241280,5,DT01195,9,4,2020,Saab Motors,AC Cars Motors,Chevrolet
BR0052,DLR0015,BMW-M424,136458,3,DT00849,29,4,2019,AC Cars Motors,Facel Vega Motors,BMW
BR0044,DLR0053,Tes-M180,114906,2,DT01225,9,5,2020,Pontiac Motors,Saab Motors,Tesla
BR0030,DLR0033,BMW-M384,269536,4,DT00471,16,4,2018,Saab Motors,Saab Motors,BMW
BR0044,DLR0075,Jee-M137,30869,1,DT00308,4,11,2017,Pontiac Motors,Deccan Motors,Jeep
BR0032,DLR0015,Nis-M208,35538,1,DT01122,27,1,2020,Subaru Motors,Facel Vega Motors,Nissan
BR0014,DLR0057,Toy-M481,126505,5,DT00140,20,5,2017,Subaru Motors,Fiat do Brasil Motors,Toyota
BR0012,DLR0065,Mah-M72,74958,3,DT00904,23,6,2019,Plymouth Motors,AC Cars Motors,Mahindra
BR0051,DLR0011,Mah-M232,43310,2,DT00107,17,4,2017,Subaru Motors,Facel Vega Motors,Mahindra
BR0033,DLR0032,Kia-M171,27007,1,DT00615,7,9,2018,Peugeot Motors,AC Cars Motors,Kia
BR0021,DLR0040,Toy-M221,184605,5,DT00506,21,5,2018,Peugeot Motors,Facel Vega Motors,Toyota
BR0038,DLR0037,Cad-M56,115376,2,DT01431,1,12,2020,Piaggio Motors,Ferrari Motors,Cadillac
BR0054,DLR0072,Mah-M192,76476,3,DT00493,8,5,2018,Deccan Motors,Elva Motors,Mahindra
BR0051,DLR0011,Tat-M433,39186,3,DT01257,10,6,2020,Subaru Motors,Facel Vega Motors,Tata
BR0051,DLR0066,Mer-M305,227530,5,DT00856,6,5,2019,Subaru Motors,Subaru Motors,Mercedes-Benz
BR0039,DLR0028,BMW-M104,155505,3,DT01087,23,12,2019,Deccan Motors,AC Cars Motors,BMW
BR0056,DLR0028,Aud-M6,144690,3,DT00273,30,9,2017,Saab Motors,AC Cars Motors,Audi
BR0052,DLR0068,Tat-M293,74325,3,DT01143,17,2,2020,AC Cars Motors,Saab Motors,Tata
BR0036,DLR0058,Jee-M177,108624,3,DT01242,26,5,2020,Peugeot Motors,Elva Motors,Jeep
BR0032,DLR0060,Nis-M308,76256,2,DT01293,16,7,2020,Subaru Motors,Ferrari Motors,Nissan
BR0035,DLR0056,Aud-M186,165680,4,DT00083,24,3,2017,Piaggio Motors,Saab Motors,Audi
